"k","yp_id","nara_comp_raw_f9","nara_acc_raw_f9","read_word_raw_f9","read_nonw_raw_f9","wold_comp_raw_f8","age_m_f8","age_m_f9","yp_no"
"2","ALSPAC1731",9,28,7,3,10,109,117,1731
"1","ALSPAC1732",17,68,7,7,8,105,114,1732
"1","ALSPAC1733",30,76,9,8,13,103,117,1733
"1","ALSPAC1734",41,74,8,7,15,101,122,1734
"3","ALSPAC1735",31,70,6,4,14,104,113,1735
"2","ALSPAC1736",8,21,6,6,7,105,123,1736
"3","ALSPAC1737",15,63,7,8,4,98,120,1737
"2","ALSPAC1738",7,29,-1,-1,5,97,108,1738
"1","ALSPAC1739",42,90,12,10,12,96,123,1739
"1","ALSPAC1740",34,79,9,8,10,112,116,1740
"1","ALSPAC1741",36,71,9,7,7,109,119,1741
"2","ALSPAC1742",9,40,5,3,0,101,112,1742
"1","ALSPAC1743",34,78,8,7,9,104,117,1743
"1","ALSPAC1744",31,76,9,8,12,102,121,1744
"1","ALSPAC1745",24,72,9,7,7,94,113,1745
"1","ALSPAC1746",44,71,8,8,13,108,127,1746
"3","ALSPAC1747",29,69,12,9,10,101,123,1747
"3","ALSPAC1748",25,74,9,7,4,98,125,1748
"1","ALSPAC1749",33,79,10,9,8,100,120,1749
"3","ALSPAC1750",30,66,10,9,12,102,118,1750
"1","ALSPAC1751",23,69,9,9,NA,102,110,1751
"2","ALSPAC1752",15,45,7,7,11,102,121,1752
"2","ALSPAC1753",6,12,-3,-1,4,100,121,1753
"1","ALSPAC1754",18,72,9,7,NA,113,120,1754
"3","ALSPAC1755",26,73,10,5,8,100,115,1755
"1","ALSPAC1756",13,75,10,8,NA,102,123,1756
"1","ALSPAC1757",43,74,9,8,15,104,120,1757
"1","ALSPAC1758",31,75,8,8,13,106,121,1758
"2","ALSPAC1759",17,55,6,6,9,107,112,1759
"3","ALSPAC1760",19,59,2,3,9,98,119,1760
"1","ALSPAC1761",33,76,9,8,7,104,122,1761
"1","ALSPAC1762",22,74,9,9,7,108,119,1762
"1","ALSPAC1763",41,72,9,7,10,98,119,1763
"1","ALSPAC1764",20,71,9,8,13,108,112,1764
"1","ALSPAC1765",38,67,9,8,9,98,119,1765
"1","ALSPAC1766",51,78,10,9,13,113,125,1766
"1","ALSPAC1767",32,78,9,8,10,106,126,1767
"2","ALSPAC1768",16,49,5,4,8,107,120,1768
"3","ALSPAC1769",19,70,6,6,7,105,118,1769
"1","ALSPAC1770",48,85,9,9,17,101,109,1770
"1","ALSPAC1771",51,82,10,8,12,106,119,1771
"2","ALSPAC1772",6,43,4,6,6,100,120,1772
"1","ALSPAC1773",46,82,10,9,7,99,122,1773
"1","ALSPAC1774",38,68,8,8,12,102,114,1774
"2","ALSPAC1775",8,25,5,6,3,100,115,1775
"1","ALSPAC1776",42,86,10,9,13,98,118,1776
"1","ALSPAC1777",26,71,10,8,11,105,117,1777
"3","ALSPAC1778",19,63,6,6,4,103,120,1778
"2","ALSPAC1779",21,32,5,5,10,106,127,1779
"1","ALSPAC1780",53,79,10,9,13,100,122,1780
"2","ALSPAC1781",-4,33,2,2,2,101,111,1781
"1","ALSPAC1782",19,67,8,6,1,96,118,1782
"1","ALSPAC1783",18,74,10,8,10,110,122,1783
"1","ALSPAC1784",15,58,7,6,7,104,123,1784
"1","ALSPAC1785",38,79,10,8,12,109,118,1785
"1","ALSPAC1786",41,81,9,9,15,99,117,1786
"1","ALSPAC1787",45,83,11,9,NA,102,122,1787
"2","ALSPAC1788",12,26,3,2,7,102,123,1788
"3","ALSPAC1789",23,55,6,5,9,105,121,1789
"1","ALSPAC1790",36,82,10,9,11,114,113,1790
"1","ALSPAC1791",34,78,9,8,12,95,111,1791
"1","ALSPAC1792",47,84,11,10,12,110,110,1792
"1","ALSPAC1793",27,65,7,6,9,99,121,1793
"2","ALSPAC1794",6,34,4,3,4,101,112,1794
"2","ALSPAC1795",6,36,4,4,5,106,110,1795
"3","ALSPAC1796",16,58,5,5,6,106,118,1796
"1","ALSPAC1797",28,71,8,7,9,105,121,1797
"3","ALSPAC1798",24,77,7,6,7,104,120,1798
"1","ALSPAC1799",32,67,8,7,NA,102,121,1799
"1","ALSPAC1800",25,67,8,7,11,108,116,1800
"1","ALSPAC1801",36,75,10,9,11,103,122,1801
"1","ALSPAC1802",28,75,9,9,9,98,117,1802
"2","ALSPAC1803",10,28,5,3,7,101,125,1803
"2","ALSPAC1804",16,34,5,4,9,106,121,1804
"1","ALSPAC1805",31,80,8,8,10,109,116,1805
"3","ALSPAC1806",22,61,10,7,10,103,117,1806
"3","ALSPAC1807",19,67,10,6,5,104,123,1807
"3","ALSPAC1808",19,64,5,4,7,102,119,1808
"1","ALSPAC1809",29,72,9,7,12,100,126,1809
"1","ALSPAC1810",43,74,9,8,13,104,121,1810
"2","ALSPAC1811",9,48,4,4,6,106,119,1811
"1","ALSPAC1812",20,67,7,7,6,97,115,1812
"1","ALSPAC1813",38,72,8,8,NA,109,115,1813
"1","ALSPAC1814",61,86,9,9,15,105,119,1814
"3","ALSPAC1815",25,85,12,10,12,108,126,1815
"1","ALSPAC1816",35,73,11,10,19,104,121,1816
"1","ALSPAC1817",35,71,10,9,10,96,119,1817
"3","ALSPAC1818",18,61,6,6,9,108,121,1818
"2","ALSPAC1819",14,42,5,3,1,111,120,1819
"1","ALSPAC1820",23,65,8,7,10,105,122,1820
"3","ALSPAC1821",13,48,5,3,NA,100,120,1821
"3","ALSPAC1822",16,64,8,6,3,100,122,1822
"3","ALSPAC1823",9,52,5,6,3,96,123,1823
"1","ALSPAC1824",28,74,9,8,7,102,116,1824
"1","ALSPAC1825",39,77,9,9,13,106,119,1825
"2","ALSPAC1826",11,35,6,5,7,109,117,1826
"2","ALSPAC1827",12,34,1,1,7,111,115,1827
"2","ALSPAC1828",9,28,1,-1,4,106,122,1828
"1","ALSPAC1829",26,67,8,7,11,104,118,1829
"2","ALSPAC1830",1,33,4,2,4,105,117,1830
"1","ALSPAC1831",49,84,10,7,10,105,120,1831
"3","ALSPAC1832",26,60,8,9,6,101,127,1832
"1","ALSPAC1833",30,76,10,8,13,102,121,1833
"3","ALSPAC1834",15,60,8,6,6,106,118,1834
"3","ALSPAC1835",13,77,6,4,0,105,123,1835
"3","ALSPAC1836",22,75,7,8,6,101,126,1836
"2","ALSPAC1837",8,33,5,1,1,102,122,1837
"1","ALSPAC1838",47,80,8,8,15,104,120,1838
"1","ALSPAC1839",36,71,10,8,10,106,127,1839
"1","ALSPAC1840",40,71,9,8,10,106,119,1840
"3","ALSPAC1841",16,60,8,6,7,107,123,1841
"3","ALSPAC1842",16,58,3,2,6,102,129,1842
"1","ALSPAC1843",33,78,8,9,12,106,117,1843
"1","ALSPAC1844",33,72,9,8,9,104,120,1844
"1","ALSPAC1845",40,73,10,9,13,100,124,1845
"3","ALSPAC1846",20,72,9,8,5,103,120,1846
"1","ALSPAC1847",26,73,7,8,6,97,116,1847
"3","ALSPAC1848",23,67,5,4,9,103,118,1848
"1","ALSPAC1849",39,79,9,8,13,108,122,1849
"1","ALSPAC1850",36,72,9,8,10,107,124,1850
"1","ALSPAC1851",37,72,9,8,16,103,118,1851
"1","ALSPAC1852",33,77,8,7,11,104,110,1852
"3","ALSPAC1853",13,69,6,5,2,109,112,1853
"1","ALSPAC1854",23,78,9,8,5,101,112,1854
"3","ALSPAC1855",27,64,6,7,12,100,127,1855
"1","ALSPAC1856",42,79,9,8,11,100,115,1856
"1","ALSPAC1857",32,67,8,8,8,103,125,1857
"1","ALSPAC1858",36,70,8,7,11,105,114,1858
"1","ALSPAC1859",19,70,9,9,6,106,126,1859
"1","ALSPAC1860",36,79,9,7,NA,107,118,1860
"2","ALSPAC1861",8,36,2,5,7,102,122,1861
"3","ALSPAC1862",15,65,7,4,3,106,117,1862
"3","ALSPAC1863",16,87,10,11,8,109,118,1863
"3","ALSPAC1864",18,65,5,5,4,98,120,1864
"1","ALSPAC1865",46,76,9,9,17,99,127,1865
"3","ALSPAC1866",29,82,9,9,8,104,120,1866
"3","ALSPAC1867",12,55,7,5,8,109,114,1867
"2","ALSPAC1868",19,50,6,5,7,102,119,1868
"3","ALSPAC1869",18,63,8,5,6,98,125,1869
"3","ALSPAC1870",24,74,9,10,5,102,120,1870
"1","ALSPAC1871",29,80,9,8,7,99,113,1871
"1","ALSPAC1872",28,80,9,7,13,110,119,1872
"2","ALSPAC1873",14,45,6,4,6,108,128,1873
"1","ALSPAC1874",32,74,9,9,8,102,115,1874
"2","ALSPAC1875",10,40,4,0,5,99,122,1875
"1","ALSPAC1876",36,82,10,9,7,101,123,1876
"1","ALSPAC1877",32,86,10,8,9,105,114,1877
"2","ALSPAC1878",16,34,5,5,6,106,127,1878
"1","ALSPAC1879",51,78,10,9,15,104,116,1879
"1","ALSPAC1880",39,73,9,7,11,105,124,1880
"1","ALSPAC1881",25,70,9,8,9,101,125,1881
"2","ALSPAC1882",10,15,-3,0,8,104,118,1882
"1","ALSPAC1883",36,75,6,6,14,104,118,1883
"2","ALSPAC1884",10,36,2,-1,0,104,125,1884
"3","ALSPAC1885",22,71,10,10,8,106,124,1885
"1","ALSPAC1886",45,80,9,8,17,105,118,1886
"3","ALSPAC1887",17,38,5,6,9,98,122,1887
"1","ALSPAC1888",14,72,8,8,7,102,118,1888
"3","ALSPAC1889",17,55,5,4,5,100,122,1889
"1","ALSPAC1890",36,70,7,7,11,101,122,1890
"1","ALSPAC1891",31,64,8,7,9,96,124,1891
"1","ALSPAC1892",34,78,9,8,15,105,118,1892
"1","ALSPAC1893",23,72,8,8,7,98,130,1893
"3","ALSPAC1894",27,69,5,5,9,102,128,1894
"1","ALSPAC1895",46,80,9,8,12,103,116,1895
"1","ALSPAC1896",42,74,9,7,17,106,117,1896
"3","ALSPAC1897",22,64,5,3,6,97,123,1897
"3","ALSPAC1898",22,80,12,10,8,108,119,1898
"2","ALSPAC1899",10,46,4,3,7,101,119,1899
"1","ALSPAC1900",32,68,8,7,6,99,119,1900
"1","ALSPAC1901",21,79,8,7,9,107,113,1901
"3","ALSPAC1902",19,77,7,3,3,101,115,1902
"1","ALSPAC1903",53,80,10,10,17,107,114,1903
"2","ALSPAC1904",12,37,5,4,8,106,123,1904
"2","ALSPAC1905",13,34,3,3,7,105,118,1905
"1","ALSPAC1906",40,77,9,8,9,104,121,1906
"1","ALSPAC1907",34,68,9,8,13,110,120,1907
"2","ALSPAC1908",3,23,3,1,5,109,118,1908
"3","ALSPAC1909",25,74,7,6,6,106,118,1909
"1","ALSPAC1910",3,68,8,8,6,99,112,1910
"2","ALSPAC1911",12,49,5,4,6,104,121,1911
"3","ALSPAC1912",15,63,8,5,3,103,122,1912
"3","ALSPAC1913",12,52,5,5,4,104,123,1913
"2","ALSPAC1914",13,23,4,3,4,99,116,1914
"1","ALSPAC1915",40,67,8,9,10,101,119,1915
"1","ALSPAC1916",31,74,8,7,NA,98,116,1916
"1","ALSPAC1917",27,89,10,9,10,100,118,1917
"1","ALSPAC1918",33,78,10,8,8,106,123,1918
"3","ALSPAC1919",24,69,7,3,9,98,118,1919
"2","ALSPAC1920",5,41,3,4,-3,101,126,1920
"3","ALSPAC1921",18,65,3,3,NA,106,117,1921
"1","ALSPAC1922",52,68,9,8,14,99,124,1922
"1","ALSPAC1923",35,79,10,9,15,105,115,1923
"2","ALSPAC1924",17,38,5,3,12,102,111,1924
"1","ALSPAC1925",40,80,8,8,12,100,120,1925
"1","ALSPAC1926",42,78,9,7,9,101,122,1926
"1","ALSPAC1927",36,77,9,8,9,95,120,1927
"1","ALSPAC1928",14,61,6,7,10,105,113,1928
"3","ALSPAC1929",16,81,10,7,3,105,114,1929
"1","ALSPAC1930",37,77,9,7,9,103,113,1930
"2","ALSPAC1931",8,27,2,3,3,113,119,1931
"3","ALSPAC1932",25,92,11,10,6,104,120,1932
"1","ALSPAC1933",25,76,9,8,8,107,116,1933
"3","ALSPAC1934",26,78,7,8,12,102,114,1934
"2","ALSPAC1935",6,41,5,3,2,98,111,1935
"3","ALSPAC1936",17,72,5,3,5,99,118,1936
"2","ALSPAC1937",3,23,5,1,1,109,119,1937
"2","ALSPAC1938",10,36,3,2,8,109,110,1938
"1","ALSPAC1939",33,77,8,8,5,98,121,1939
"1","ALSPAC1940",35,75,8,8,13,103,119,1940
"1","ALSPAC1941",27,84,10,9,11,106,125,1941
"1","ALSPAC1942",37,76,9,8,NA,100,116,1942
"1","ALSPAC1943",42,85,11,11,13,105,119,1943
"1","ALSPAC1944",33,74,9,8,12,107,118,1944
"1","ALSPAC1945",32,76,9,8,10,106,116,1945
"1","ALSPAC1946",27,74,10,8,9,102,123,1946
"2","ALSPAC1947",0,28,5,5,5,108,118,1947
"3","ALSPAC1948",29,80,10,9,12,104,128,1948
"3","ALSPAC1949",25,63,7,4,6,104,122,1949
"1","ALSPAC1950",27,71,9,9,10,105,123,1950
"1","ALSPAC1951",28,64,7,6,7,106,118,1951
"1","ALSPAC1952",8,75,9,8,7,104,112,1952
"1","ALSPAC1953",34,85,11,9,13,96,121,1953
"1","ALSPAC1954",30,70,9,9,15,104,121,1954
"1","ALSPAC1955",32,74,9,8,8,107,120,1955
"1","ALSPAC1956",27,74,9,7,10,107,121,1956
"1","ALSPAC1957",21,66,10,9,10,108,122,1957
"1","ALSPAC1958",38,71,8,7,17,104,122,1958
"1","ALSPAC1959",41,81,11,10,10,99,128,1959
"1","ALSPAC1960",35,71,9,7,12,100,123,1960
"3","ALSPAC1961",14,72,5,4,7,100,116,1961
"2","ALSPAC1962",6,40,2,3,3,102,124,1962
"3","ALSPAC1963",26,90,9,7,8,94,115,1963
"3","ALSPAC1964",28,74,11,9,13,105,124,1964
"1","ALSPAC1965",34,74,10,9,12,103,119,1965
"1","ALSPAC1966",43,71,8,8,12,101,119,1966
"1","ALSPAC1967",34,76,9,9,14,105,119,1967
"1","ALSPAC1968",38,75,9,9,10,104,123,1968
"1","ALSPAC1969",28,78,8,9,12,105,119,1969
"2","ALSPAC1970",3,32,5,4,3,95,123,1970
"1","ALSPAC1971",27,67,7,6,6,101,118,1971
"1","ALSPAC1972",34,76,9,9,10,106,116,1972
"2","ALSPAC1973",8,48,1,4,NA,102,122,1973
"1","ALSPAC1974",42,78,8,8,12,98,124,1974
"1","ALSPAC1975",25,68,8,8,13,100,116,1975
"3","ALSPAC1976",12,74,7,7,6,103,121,1976
"2","ALSPAC1977",20,35,5,4,5,104,123,1977
"3","ALSPAC1978",21,75,8,6,7,104,119,1978
"3","ALSPAC1979",30,75,5,4,10,103,119,1979
"3","ALSPAC1980",17,58,5,1,7,103,122,1980
"1","ALSPAC1981",30,64,8,7,10,102,114,1981
"1","ALSPAC1982",45,76,9,8,NA,105,126,1982
"1","ALSPAC1983",56,78,9,8,15,106,117,1983
"3","ALSPAC1984",6,64,6,6,-2,105,129,1984
"1","ALSPAC1985",28,74,7,7,NA,96,113,1985
"3","ALSPAC1986",23,61,3,4,6,98,118,1986
"3","ALSPAC1987",14,67,7,4,3,103,125,1987
"1","ALSPAC1988",36,81,10,8,NA,109,121,1988
"1","ALSPAC1989",37,76,9,10,7,99,117,1989
"1","ALSPAC1990",22,64,NA,7,9,103,113,1990
"1","ALSPAC1991",42,71,9,8,12,109,118,1991
"1","ALSPAC1992",35,84,10,9,11,105,113,1992
"3","ALSPAC1993",18,76,8,7,5,110,117,1993
"1","ALSPAC1994",48,80,9,9,14,97,122,1994
"1","ALSPAC1995",27,75,10,8,11,103,122,1995
"2","ALSPAC1996",4,30,5,3,1,102,113,1996
"2","ALSPAC1997",11,29,3,2,8,100,116,1997
"1","ALSPAC1998",40,90,10,8,11,106,112,1998
"1","ALSPAC1999",38,79,9,8,NA,108,116,1999
"1","ALSPAC2000",34,76,9,8,6,101,116,2000
"2","ALSPAC2001",16,42,4,1,6,101,122,2001
"3","ALSPAC2002",17,71,8,7,5,104,109,2002
"1","ALSPAC2003",33,77,8,9,NA,104,118,2003
"1","ALSPAC2004",42,75,10,10,10,98,120,2004
"1","ALSPAC2005",42,80,10,9,10,98,117,2005
"1","ALSPAC2006",38,76,8,8,14,102,113,2006
"3","ALSPAC2007",30,84,9,9,12,105,123,2007
"2","ALSPAC2008",19,59,9,8,8,103,118,2008
"1","ALSPAC2009",22,71,8,7,7,106,121,2009
"1","ALSPAC2010",18,68,7,7,11,103,115,2010
"1","ALSPAC2011",30,71,10,8,13,109,121,2011
"3","ALSPAC2012",13,55,6,5,9,95,111,2012
"3","ALSPAC2013",19,76,7,7,7,97,128,2013
"1","ALSPAC2014",16,64,7,5,9,102,124,2014
"1","ALSPAC2015",27,67,7,7,14,99,123,2015
"1","ALSPAC2016",38,69,9,10,12,104,120,2016
"2","ALSPAC2017",4,17,3,3,5,103,115,2017
"3","ALSPAC2018",25,66,7,4,9,99,119,2018
"1","ALSPAC2019",31,69,9,8,9,103,119,2019
"1","ALSPAC2020",25,72,8,7,11,106,120,2020
"1","ALSPAC2021",45,73,9,7,12,109,124,2021
"1","ALSPAC2022",30,71,8,8,5,100,116,2022
"2","ALSPAC2023",12,52,4,5,-1,101,124,2023
"2","ALSPAC2024",8,39,4,4,4,97,120,2024
"1","ALSPAC2025",41,91,11,10,12,101,116,2025
"1","ALSPAC2026",30,75,10,8,12,99,120,2026
"1","ALSPAC2027",47,82,11,11,14,102,117,2027
"1","ALSPAC2028",44,74,9,9,16,103,120,2028
"3","ALSPAC2029",14,64,7,6,4,100,117,2029
"1","ALSPAC2030",51,86,9,10,12,104,125,2030
"3","ALSPAC2031",28,79,10,6,NA,99,124,2031
"1","ALSPAC2032",19,68,9,8,9,101,112,2032
"3","ALSPAC2033",22,87,8,8,6,102,123,2033
"2","ALSPAC2034",10,65,7,5,1,106,123,2034
"3","ALSPAC2035",28,72,4,4,10,97,113,2035
"3","ALSPAC2036",19,54,7,6,13,104,122,2036
"1","ALSPAC2037",27,76,8,6,NA,98,114,2037
"3","ALSPAC2038",16,60,7,9,7,103,116,2038
"1","ALSPAC2039",20,74,10,7,8,107,120,2039
"2","ALSPAC2040",11,30,2,2,8,96,118,2040
"1","ALSPAC2041",35,69,10,8,10,103,119,2041
"1","ALSPAC2042",36,73,9,7,NA,101,118,2042
"1","ALSPAC2043",37,74,8,7,8,102,126,2043
"3","ALSPAC2044",25,90,8,6,5,108,120,2044
"1","ALSPAC2045",26,68,9,8,13,102,122,2045
"3","ALSPAC2046",17,61,5,4,8,100,123,2046
"3","ALSPAC2047",29,80,11,10,13,106,119,2047
"1","ALSPAC2048",48,76,11,9,NA,95,123,2048
"1","ALSPAC2049",36,78,8,7,10,107,118,2049
"1","ALSPAC2050",47,76,10,8,9,112,125,2050
"1","ALSPAC2051",21,70,7,5,9,107,118,2051
"1","ALSPAC2052",37,73,9,8,11,102,127,2052
"1","ALSPAC2053",28,80,9,8,10,107,122,2053
"3","ALSPAC2054",18,65,6,4,4,104,117,2054
"3","ALSPAC2055",27,82,6,5,4,105,122,2055
"3","ALSPAC2056",19,66,5,6,7,90,121,2056
"3","ALSPAC2057",22,75,7,3,NA,104,122,2057
"2","ALSPAC2058",13,40,5,6,5,107,118,2058
"1","ALSPAC2059",15,67,NA,7,5,105,109,2059
"3","ALSPAC2060",22,84,10,10,8,100,125,2060
"2","ALSPAC2061",16,32,4,5,5,105,120,2061
"1","ALSPAC2062",52,81,10,8,13,97,119,2062
"2","ALSPAC2063",16,51,3,3,7,100,116,2063
"2","ALSPAC2064",19,45,6,5,8,108,122,2064
"3","ALSPAC2065",14,60,7,6,3,100,122,2065
"1","ALSPAC2066",32,70,7,7,12,104,118,2066
"1","ALSPAC2067",24,71,7,7,9,116,121,2067
"3","ALSPAC2068",33,71,6,3,13,105,115,2068
"1","ALSPAC2069",18,77,8,7,10,108,118,2069
"3","ALSPAC2070",20,81,8,7,6,110,116,2070
"1","ALSPAC2071",25,71,9,8,11,101,118,2071
"1","ALSPAC2072",48,91,11,9,14,102,116,2072
"1","ALSPAC2073",31,66,8,8,15,100,121,2073
"1","ALSPAC2074",28,74,7,7,14,106,126,2074
"1","ALSPAC2075",20,78,9,10,NA,106,111,2075
"1","ALSPAC2076",46,69,8,8,19,99,128,2076
"3","ALSPAC2077",23,69,6,6,9,106,117,2077
"1","ALSPAC2078",24,66,7,8,14,100,116,2078
"3","ALSPAC2079",27,88,11,10,11,105,118,2079
"1","ALSPAC2080",35,77,10,8,13,101,116,2080
"1","ALSPAC2081",19,61,8,7,9,108,124,2081
"1","ALSPAC2082",46,79,10,8,14,93,123,2082
"1","ALSPAC2083",47,77,10,8,12,102,111,2083
"1","ALSPAC2084",32,77,9,8,7,97,123,2084
"2","ALSPAC2085",9,35,4,2,5,106,119,2085
"2","ALSPAC2086",11,41,4,3,4,97,124,2086
"3","ALSPAC2087",20,66,6,8,6,105,116,2087
"3","ALSPAC2088",24,62,4,6,6,94,118,2088
"1","ALSPAC2089",30,78,10,9,12,101,123,2089
"1","ALSPAC2090",33,73,9,9,10,108,122,2090
"1","ALSPAC2091",37,66,9,8,6,99,119,2091
"2","ALSPAC2092",8,39,5,5,9,97,115,2092
"2","ALSPAC2093",16,29,2,2,8,95,122,2093
"1","ALSPAC2094",43,71,8,7,13,103,118,2094
"1","ALSPAC2095",44,85,11,10,11,97,120,2095
"1","ALSPAC2096",53,85,11,10,14,102,124,2096
"1","ALSPAC2097",36,80,9,9,11,107,118,2097
"2","ALSPAC2098",6,16,5,4,6,101,120,2098
"3","ALSPAC2099",26,87,13,11,5,100,122,2099
"3","ALSPAC2100",21,61,5,3,7,102,119,2100
"2","ALSPAC2101",12,47,5,5,6,104,117,2101
"3","ALSPAC2102",18,86,8,7,5,104,113,2102
"1","ALSPAC2103",26,70,9,9,9,100,132,2103
"1","ALSPAC2104",21,65,8,6,9,98,126,2104
"3","ALSPAC2105",27,86,12,6,9,104,118,2105
"2","ALSPAC2106",1,20,5,2,1,110,114,2106
"2","ALSPAC2107",5,26,2,NA,1,106,127,2107
"1","ALSPAC2108",21,62,7,6,11,98,120,2108
"3","ALSPAC2109",19,73,9,9,NA,107,121,2109
"3","ALSPAC2110",10,60,10,8,7,102,118,2110
"3","ALSPAC2111",20,66,6,6,11,104,116,2111
"3","ALSPAC2112",13,70,8,6,3,102,115,2112
"1","ALSPAC2113",27,73,10,8,6,104,118,2113
"1","ALSPAC2114",33,69,8,8,11,98,132,2114
"1","ALSPAC2115",42,77,10,8,14,103,115,2115
"1","ALSPAC2116",20,79,8,6,8,107,120,2116
"1","ALSPAC2117",45,74,9,9,12,106,124,2117
"1","ALSPAC2118",33,78,9,8,10,106,113,2118
"1","ALSPAC2119",34,80,9,9,10,100,120,2119
"1","ALSPAC2120",40,81,9,8,13,103,116,2120
"1","ALSPAC2121",53,83,10,8,14,110,116,2121
"1","ALSPAC2122",47,75,8,8,13,102,120,2122
"1","ALSPAC2123",35,71,10,8,6,101,119,2123
"1","ALSPAC2124",37,80,8,8,11,106,115,2124
"1","ALSPAC2125",42,83,11,11,12,103,122,2125
"1","ALSPAC2126",41,85,10,9,11,103,113,2126
"1","ALSPAC2127",33,78,8,8,13,107,118,2127
"3","ALSPAC2128",17,80,10,9,6,97,112,2128
"1","ALSPAC2129",24,68,7,6,8,106,120,2129
"3","ALSPAC2130",10,66,7,5,3,105,119,2130
"1","ALSPAC2131",34,78,10,10,11,102,118,2131
"1","ALSPAC2132",28,77,9,7,5,108,117,2132
"1","ALSPAC2133",34,70,8,7,17,103,122,2133
"1","ALSPAC2134",42,74,9,9,14,103,125,2134
"2","ALSPAC2135",21,53,5,3,9,97,116,2135
"3","ALSPAC2136",24,53,7,3,7,96,126,2136
"1","ALSPAC2137",34,79,9,8,9,109,113,2137
"3","ALSPAC2138",17,57,4,3,6,99,116,2138
"1","ALSPAC2139",33,77,8,8,11,106,119,2139
"1","ALSPAC2140",42,80,10,8,12,103,121,2140
"1","ALSPAC2141",23,68,8,7,11,101,121,2141
"3","ALSPAC2142",23,85,11,12,11,100,115,2142
"2","ALSPAC2143",8,33,2,4,2,105,121,2143
"2","ALSPAC2144",9,34,4,3,9,98,117,2144
"3","ALSPAC2145",26,74,7,5,6,93,120,2145
"1","ALSPAC2146",42,79,10,10,13,108,121,2146
"1","ALSPAC2147",44,74,10,8,14,103,120,2147
"3","ALSPAC2148",19,84,7,6,7,106,117,2148
"1","ALSPAC2149",33,72,9,8,7,111,117,2149
"1","ALSPAC2150",27,72,9,7,5,99,125,2150
"1","ALSPAC2151",36,84,10,9,10,100,125,2151
"1","ALSPAC2152",19,72,8,9,9,102,114,2152
"1","ALSPAC2153",22,69,8,7,6,99,119,2153
"1","ALSPAC2154",38,76,8,7,13,108,121,2154
"3","ALSPAC2155",27,77,5,4,8,101,117,2155
"1","ALSPAC2156",27,82,9,7,NA,102,115,2156
"1","ALSPAC2157",36,77,10,9,8,99,117,2157
"3","ALSPAC2158",20,65,5,6,10,106,121,2158
"2","ALSPAC2159",12,57,8,8,8,103,114,2159
"1","ALSPAC2160",33,78,9,9,11,104,120,2160
"2","ALSPAC2161",7,10,4,3,2,100,128,2161
"1","ALSPAC2162",22,70,8,8,8,103,120,2162
"1","ALSPAC2163",30,76,NA,7,10,106,119,2163
"1","ALSPAC2164",38,76,9,8,13,106,120,2164
"1","ALSPAC2165",24,76,9,9,12,101,120,2165
"3","ALSPAC2166",21,64,5,4,7,101,119,2166
"2","ALSPAC2167",8,34,2,2,5,101,121,2167
"1","ALSPAC2168",31,84,10,10,10,106,112,2168
"1","ALSPAC2169",40,72,9,7,12,105,115,2169
"1","ALSPAC2170",46,75,9,7,12,105,116,2170
"1","ALSPAC2171",40,75,8,7,10,95,120,2171
"1","ALSPAC2172",32,66,8,8,11,95,122,2172
"3","ALSPAC2173",16,60,5,5,9,110,122,2173
"1","ALSPAC2174",45,88,11,8,14,105,119,2174
"3","ALSPAC2175",24,62,9,6,7,104,117,2175
"1","ALSPAC2176",43,75,9,7,12,101,114,2176
"2","ALSPAC2177",8,30,4,2,2,102,123,2177
"1","ALSPAC2178",23,71,9,8,6,98,121,2178
"1","ALSPAC2179",37,67,9,6,10,98,121,2179
"2","ALSPAC2180",11,35,4,6,8,101,119,2180
"1","ALSPAC2181",32,69,7,6,14,101,119,2181
"1","ALSPAC2182",25,72,8,6,8,101,120,2182
"2","ALSPAC2183",6,47,4,6,6,102,113,2183
"3","ALSPAC2184",25,67,5,4,11,99,122,2184
"3","ALSPAC2185",14,70,5,4,3,106,114,2185
"1","ALSPAC2186",34,79,10,10,12,99,127,2186
"1","ALSPAC2187",47,81,10,9,12,100,121,2187
"3","ALSPAC2188",15,79,6,NA,3,101,115,2188
"1","ALSPAC2189",33,67,7,7,10,106,116,2189
"1","ALSPAC2190",39,82,11,9,13,98,121,2190
"1","ALSPAC2191",41,77,9,8,11,103,125,2191
"1","ALSPAC2192",48,72,9,8,9,103,119,2192
"1","ALSPAC2193",14,69,8,7,9,104,111,2193
"1","ALSPAC2194",40,78,10,9,9,96,124,2194
"1","ALSPAC2195",42,72,9,9,11,106,122,2195
"1","ALSPAC2196",53,85,9,6,12,104,120,2196
"3","ALSPAC2197",21,81,10,7,0,101,113,2197
"3","ALSPAC2198",19,52,5,2,6,101,117,2198
"1","ALSPAC2199",48,81,9,8,15,105,116,2199
"1","ALSPAC2200",32,79,10,9,12,104,114,2200
"2","ALSPAC2201",18,49,6,5,2,101,118,2201
"1","ALSPAC2202",38,78,9,8,10,108,114,2202
"3","ALSPAC2203",15,71,6,8,6,104,115,2203
"1","ALSPAC2204",56,81,11,9,18,106,118,2204
"1","ALSPAC2205",33,77,10,9,13,107,122,2205
"3","ALSPAC2206",20,84,9,8,5,101,120,2206
"3","ALSPAC2207",16,80,10,10,NA,105,119,2207
"1","ALSPAC2208",44,80,9,9,NA,102,114,2208
